Артикул;Наименование;Св.;Св.+Тр.;Б.Тр.;Цена, usd;Цена, руб.;Доп.;Гар.;Производитель;Категория;Раздел;Вес [кг];Объём [л]
RS700-X7/PS4;Серверная платформа ASUS RS700-X7-PS4/WOCPU/WOMEM/WOHDD//CEE/DVR/EN;0 *;2;;940;;;3 года;ASUS;ASUS RS700;01. Серверы -> 2-процессорные серверы;16.00;95,76
RS700-E7/RS8;Серверная платформа ASUS RS700-E7-RS8/WOCPU/WOMEM/WOHDD//2CEE/DVR/EN;0;0;;1400;;;3 года;ASUS;ASUS RS700;01. Серверы -> 2-процессорные серверы;20.00;102,60
Категория - 01. Серверы-> 2-процессорные серверы->ASUS TS700;;;;;;;;;;;;;
TS700-E7/RS8;Серверная платформа ASUS TS700-E7/RS8/WOCPU/WOMEM/WOHDD//CEE/DVR/EN;0 *;0;;1230;;;3 года;ASUS;ASUS TS700;01. Серверы -> 2-процессорные серверы;24.00;166,91
TS700-X7-PS4;Серверная платформа ASUS TS700-X7-PS4/WOCPU/WOMEM/WOHDD//CEE/DVR/EN;много;много;;850;;;3 года;ASUS;ASUS TS700;01. Серверы -> 2-процессорные серверы;21.80;166,91
Категория - 01. Серверы-> 2-процессорные серверы->DELL PowerEdge R420;;;;;;;;;;;;;
PER420-ACCW-06t;Dell PowerEdge R420 1U no HDD caps/ no CPU(2)/ no memory(2x6)/H310/RAID/1/0/5/10/noHDD(4)LFF/noDVD/iDRAC7 Ent/2xGE/no RPS(2up)/Bezel/Sliding Rails/no ARM/PCI-E: 1xF+1xL/3YBWNBD/no Riser/noFan2-nCPU.;1;1;;;85685.7;;3 года;Dell;DELL PowerEdge R420;01. Серверы -> 2-процессорные серверы;21.00;135,00
PER420-ACCW-10t;Dell PowerEdge R420 1U no HDD caps/ no CPU(2)/ no memory(2х6)/ H710 512Mb/RAID/1/0/5/10/6/60/ noHDD(8)SFF/noDVD/ iDRAC7 Ent/2xGE/no RPS(2up)/Bezel/ Sliding Rails/no ARM/PCI-E: 1xF+1xL/3YBWNBD/noRiser.;много;много;;;121693;;3 года;Dell;DELL PowerEdge R420;01. Серверы -> 2-процессорные серверы;21.00;163,80
PER420-ACCW-08t;Dell PowerEdge R420 1U no HDD caps/ no CPU(2)/ no memory(2x6)/H310/RAID/1/0/5/10/noHDD(4)LFF/noDVD/iDRAC7 Ent/2xGE/no RPS(2up)/Bezel/Sliding Rails/ARM/PCI-E: 1xF+1xL/3YBWNBD/no Riser/.;8;8;;;98428;;3 года;Dell;DELL PowerEdge R420;01. Серверы -> 2-процессорные серверы;17.00;161,46
PER420-ACCW-09t;Dell PowerEdge R420 1U no HDD caps/ no CPU(2)/ no memory(2x6)/ H310/RAID/1/0/5/10/noHDD(8)SFF/ noDVD/ iDRAC7 Ent/2xGE/ no RPS(2up)/ Bezel/ Sliding Rails/ no ARM/PCI-E: 1xF+1xL/3YBWNBD/no Riser/.;2;2;;;102234;;3 года;Dell;DELL PowerEdge R420;01. Серверы -> 2-процессорные серверы;20.00;133,50
Категория - 01. Серверы-> 2-процессорные серверы->DELL PowerEdge R430;;;;;;;;;;;;;
R730-ACXU-205;PowerEdge R430 (10209101:6);0;1;;;232194.6;Нов.;;Dell;DELL PowerEdge R430;01. Серверы -> 2-процессорные серверы;18.00;154,79
R430-ADLO-01t;Dell PowerEdge R430 1U no HDD caps/ no CPU(2)/ no memory(2x6)/ no controller/ no HDD UpTo(8)SFF/ DVDRW/ iDRAC8 Ent/ 4xGE/ no RPS(2up)/ Bezel/ Sliding Rails/ no ARM/ 3YBWNBD;0;3;;;108742.9;Нов.;;Dell;DELL PowerEdge R430;01. Серверы -> 2-процессорные серверы;35.00;194,29
R430-ADLO-02t;Dell PowerEdge R430 1U no HDD caps/ no CPU(2)/ no memory(2x6)/ no controller/ no HDD UpTo(4)LFF/ DVDRW/ iDRAC8 Ent/ 4xGE/ no RPS(2up)/ Bezel/ Sliding Rails/ no ARM/ 3YBWNBD;3;3;;;109000;Нов.;;Dell;DELL PowerEdge R430;01. Серверы -> 2-процессорные серверы;17.00;115,29
210-ADLO-03;Dell PowerEdge R430 Rack(1U))/ 1xE5-2609v3/ 8*SFF;0;1;;;284900;Нов.;;Dell;DELL PowerEdge R430;01. Серверы -> 2-процессорные серверы;25.00;185,13
R430-ADLO-004;PowerEdge R430 (10209101:1);0;2;;;162834.29999999999;Нов.;;Dell;DELL PowerEdge R430;01. Серверы -> 2-процессорные серверы;18.00;154,79
R430-ADLO-003;PowerEdge R430 (10209101:6);0;2;;;178817.2;Нов.;;Dell;DELL PowerEdge R430;01. Серверы -> 2-процессорные серверы;18.00;154,79
Категория - 01. Серверы-> 2-процессорные серверы->DELL PowerEdge R520;;;;;;;;;;;;;
PER520-ACCY-04t;Dell PowerEdge R520 2U no HDD caps/ 1xE5-2403v2/ no memory(2x6)/ H710 512Mb/RAID/0/1/5/6/10/50/60/ noHDD(8)LFF/noDVD/iDRAC7 Ent/2xGE/no RPS(2up)/Bezel/Sliding Rails/ no ARM/ PCI-E: 3xF+1xL/3YPSNBD.;6;6;;;139050;;3 года;Dell;DELL PowerEdge R520;01. Серверы -> 2-процессорные серверы;40.00;169,53
PER520-ACCY-03t;Dell PowerEdge R520 2U no HDD caps/ no CPU(2)/ no memory(2x6)/ no controller/ noHDD(8)LFF/noDVD/iDRAC7 Ent/2xGE/no RPS(2up)/Bezel/Sliding Rails/ no ARM/ PCI-E: 3xF+1xL/3YPSNBD/no Risers.;много;много;;;111720;;;Dell;DELL PowerEdge R520;01. Серверы -> 2-процессорные серверы;21.20;180,32
Категория - 01. Серверы-> 2-процессорные серверы->DELL PowerEdge R530;;;;;;;;;;;;;
R530-ADLM-002;PowerEdge R530 Server (10209102:1);0;1;;;160271.29999999999;Нов.;;Dell;DELL PowerEdge R530;01. Серверы -> 2-процессорные серверы;18.00;154,79
R530-ADLM-01t;Dell PowerEdge R530 2U no HDD caps/ no CPU(2)/ no memory(2x6)/ no controller/ no HDD UpTo(8)LFF/ DVDRW/ iDRAC8 Ent/ 4xGE/ no RPS(2up)/ Bezel/ Sliding Rails/ no ARM/ 3YBWNBD;3;3;;;124815;Нов.;3 года;Dell;DELL PowerEdge R530;01. Серверы -> 2-процессорные серверы;30.00;157,95
Категория - 01. Серверы-> 2-процессорные серверы->DELL PowerEdge R630;;;;;;;;;;;;;
210-ACXS-01;Dell PowerEdge R630 Rack(1U)/ 1xE5-2650v3/ 2x16Gb RDIMM(2133)/ H730 1Gb/ no HDD(8)SFF/ DVDRW/ iDRAC8 Ent SD 16Gb/ 4xGE/ 2xRPS750W/ no Bezel/ Sliding Rails/ ARM/ 3YPSNBD;0;0;;;297568.3;;3 года;Dell;DELL PowerEdge R630;01. Серверы -> 2-процессорные серверы;35.00;194,29
210-ACXS-02;Dell PowerEdge R630 Rack(1U)/ 1xE5-2609v3/ 1x8Gb RDIMM(2133)/ H730 1Gb/ no HDD(8)SFF/ DVDRW/ iDRAC8 Ent/ 4xGE/ 2xRPS750W/ no Bezel/ Sliding Rails/ ARM/ 3YPSNBD;0;0;;;200710.7;;3 года;Dell;DELL PowerEdge R630;01. Серверы -> 2-процессорные серверы;35.00;194,29
Категория - 01. Серверы-> 2-процессорные серверы->DELL PowerEdge R730;;;;;;;;;;;;;
R730xd-ADBC-02t;Dell PowerEdge R730xd 2U no HDD caps/ no CPU(2)/ no memory(2x12)/ no controller/ no HDD(24SFF)FlexBay(2SFF)/ no DVD/ iDRAC8 Ent/ 4xGE/ no RPS/ Bezel/ Sliding Rails/ no ARM/ 3YPSNBD.;2;2;;;255651;;3 года;Dell;DELL PowerEdge R730;01. Серверы -> 2-процессорные серверы;24.60;148,23
R730xd-ADBC-01t;Dell PowerEdge R730xd 2U no HDD caps/ no CPU(2)/ no memory(2x12)/ no controller/ no HDD(12LFF)FlexBay(2SFF)/ no DVD/ iDRAC8 Ent/ 4xGE/ no RPS/ Bezel/ Sliding Rails/ no ARM/ 3YPSNBD.;1;1;;;252725.9;;3 года;Dell;DELL PowerEdge R730;01. Серверы -> 2-процессорные серверы;24.00;153,72
R730-ACXU-203;PowerEdge R730 (10209099:13);0;1;;;210322.4;Нов.;;Dell;DELL PowerEdge R730;01. Серверы -> 2-процессорные серверы;18.00;154,79
R730-ACXU-204;PowerEdge R730 (10209099:8);0;1;;;226583.3;Нов.;;Dell;DELL PowerEdge R730;01. Серверы -> 2-процессорные серверы;18.00;154,79
R730-ACXU-01t;Dell PowerEdge R730 2U no HDD caps/ no CPU(2)/ no memory(2x12)/ no controller/ no HDD(8LFF)/ DVDRW/ iDRAC8 Ent/ 4xGE/ no RPS/ Bezel/ Sliding Rails/ ARM/ 3YPSNBD.;2;2;;;164873.79999999999;;3 года;Dell;DELL PowerEdge R730;01. Серверы -> 2-процессорные серверы;25.00;192,15
R730-ACXU-02t;Dell PowerEdge R730 2U no HDD caps/ no CPU(2)/ no memory(2x12)/ no controller/no HDD(16SFF)/ DVDRW/ iDRAC8 Ent/ 4xGE/ no RPS/ Bezel/ Sliding Rails/ ARM/ 3YPSNBD.;1;0;;;189886.6;;3 года;Dell;DELL PowerEdge R730;01. Серверы -> 2-процессорные серверы;37.00;203,13
R730-ACXU-03t;Dell PowerEdge R730 2U no HDD caps/ no CPU(2)/ no memory(2x12)/ no controller/ no HDD(8SFF)/ noDVD/ iDRAC8 Ent/ 4xGE/ no RPS/ Bezel/ Sliding Rails/ ARM/ 3YPSNBD.;1;1;;;164800;;3 года;Dell;DELL PowerEdge R730;01. Серверы -> 2-процессорные серверы;33.00;170,10
Категория - 01. Серверы-> 2-процессорные серверы->DELL PowerEdge T420;;;;;;;;;;;;;
PET420-ACDY-04t;Dell PowerEdge T420 Tower no HDD caps/ no CPU(2)/ no memory(2x6)/ no controller/ noHDD(16)SFF/DVD/iDRAC7 Exp/ 2xGE/ no RPS(2up)/Bezel/3YBWNBD/no kit of feet.;0 *;0;;;40700;;3 года;Dell;DELL PowerEdge T420;01. Серверы -> 2-процессорные серверы;22.00;213,09
PET420-ACDY-03t;Dell PowerEdge T420 Tower no HDD caps/ no CPU(2)/ no memory(2x6)/ no controller/ noHDD(16)SFF/DVD/iDRAC7 Exp/ 2xGE/ no RPS(2up)/Bezel/3YBWNBD.;0 *;0;;;40920;;3 года;Dell;DELL PowerEdge T420;01. Серверы -> 2-процессорные серверы;40.00;214,11
Категория - 01. Серверы-> 2-процессорные серверы->DELL PowerEdge T430;;;;;;;;;;;;;
T430-ADLR-01;DELL PowerEdge T430 Server (10209108:4);0;2;;;136930.1;Нов.;;Dell;DELL PowerEdge T430;01. Серверы -> 2-процессорные серверы;46.00;326,66
T430-ADLR-02;DELL PowerEdge T430 Server (10209108:1);0;2;;;129187.8;Нов.;;Dell;DELL PowerEdge T430;01. Серверы -> 2-процессорные серверы;46.00;326,66
Категория - 01. Серверы-> 2-процессорные серверы->DELL PowerEdge T630;;;;;;;;;;;;;
T630-ACWJ-01t;Dell PowerEdge T630 Tower no HDD caps/ no CPU(2)/ no memory(2x12)/ H730 1Gb/ noHDD(18)LFF/ DVDRW/ iDRAC8 Ent/ 2xGE/ no RPS(2up)/Bezel/3YPSNBD;1;1;;;134541.6;Нов.;;Dell;DELL PowerEdge T630;01. Серверы -> 2-процессорные серверы;46.00;329,40
210-ACWJ-01;Dell PowerEdge T630 Tower/ 1xE5-2609v3/ 1x8Gb RDIMM(2133)/ H730 1Gb/ noHDD(18)LFF/DVDRW/ iDRAC8 Ent/ 2xGE/ 1xRPS750W/Bezel/3YPSNBD;0;0;;;214973;;3 года;Dell;DELL PowerEdge T630;01. Серверы -> 2-процессорные серверы;46.00;326,66
Категория - 01. Серверы-> 2-процессорные серверы->HP ProLiant DL360;;;;;;;;;;;;;
755262-B21;Proliant DL360 Gen9 E5-2630v3 Rack(1U)/Xeon8C 2.4GHz(20Mb)/1x16GbR2D_2133/P440arFBWC(2Gb/RAID 0/1/10/5/50/6/60)/noHDD(8)SFF/noDVD/iLOstd/4x1GbEth/EasyRK/1x500wFPlat(2up), analog 733733-421;много;много;;5023;;;3 года;HP;HP ProLiant DL360;01. Серверы -> 2-процессорные серверы;18.70;135,24
774437-425;Proliant DL360 Gen9 E5-2620v3 Rack(1U)/Xeon6C 2.4GHz(15MB)/1x16GbR2D_2133/P440arFBWC(2GB/RAID 0/1/10/5/50/6/60)/2x300_10K_6G(8)SFF/UMB&DVDRW/iLOstd/4x1GbEth/EasyRK&CMA /1x500wFPlat(2up);много;много;;3383;;;3 года;HP;HP ProLiant DL360;01. Серверы -> 2-процессорные серверы;20.20;136,62
K8N32A;Proliant DL360 Gen9 E5-2620v3 Rack(1U)/Xeon6C 2.4GHz(15MB)/2x8GbR1D_2133/P440arFBWC(2GB/RAID 0/1/10/5/50/6/60)/noHDD(up8)SFF/UMB&DVDRW/iLOstd/4x1GbEth/EasyRK&CMA/2x500wFPlat(2up);0 *;много;;3101;;;3 года;HP;HP ProLiant DL360;01. Серверы -> 2-процессорные серверы;17.00;188,31
755260-B21;Proliant DL360 Gen9 E5-2603v3 Rack(1U)/Xeon6C 1.6GHz(15Mb)/1x8GbR1D_2133/B140i(ZM/RAID 0/1/10/5)/noHDD(8)SFF/noDVD/iLOstd/4x1GbEth/EasyRK/1x500wFPlat(2up);2;2;;3398;;;3 года;HP;HP ProLiant DL360;01. Серверы -> 2-процессорные серверы;3.40;173,60
K8N31A;Proliant DL360 Gen9 E5-2603v3 Rack(1U)/Xeon6C 1.6GHz(15Mb)/2x8GbR1D_2133/P440arFBWC(2GB/RAID 0/1/10/5/50/6/60)/2x300_10K_6G(8)SFF/UMB&DVDRW/iLOstd/4x1GbEth/EasyRK&CMA/2x500wFPlat(2up);много;много;;3383;;;3 года;HP;HP ProLiant DL360;01. Серверы -> 2-процессорные серверы;21.45;139,48
K8N30A;Proliant DL360 Gen9 E5-2609v3 Rack(1U)/Xeon6C 1.9GHz(15Mb)/1x16GbR2D_2133/P440arFBWC(2GB/RAID 0/1/10/5/50/6/60)/2x300_10K_6G(8)SFF/UMB&DVDRW/iLOstd/4x1GbEth/EasyRK&CMA/1x500wFPlat(2up);много;много;;3157;;;3 года;HP;HP ProLiant DL360;01. Серверы -> 2-процессорные серверы;20.40;145,78
795236-B21;ProLiant DL360 HPM Gen9 E5-2670v3 Rack(1U)/2xXeon12C 2.3GHz(30MB)/4x16GbR4D_2133/P440arFBWC(2GB/RAID 1/10/5/50/6/60)/noHDD(8+2up)SFF/noDVD/OneView/7RFans/4x1GbEth/2x10GbFlexFabric/EasyRK/2x800wFPlat;0 *;много;;13525;;;3-3-3 года;HP;HP ProLiant DL360;01. Серверы -> 2-процессорные серверы;20.30;135,24
755263-B21;Proliant DL360 HPM Gen9 E5-2650v3 Rack(1U)/2xXeon10C 2.3GHz(25Mb)/2x16GbR2D_2133/P440arFBWC(2Gb/RAID 0/1/10/5/50/6/60)/noHDD(8)SFF/noDVD/iLOadv/7RFans/4x1GbEth/2x10GbFlFab/EasyRK/2x800wFPlat, 733739-4;много;много;;9456;;;3 года;HP;HP ProLiant DL360;01. Серверы -> 2-процессорные серверы;20.60;139,59
755261-B21;Proliant DL360 Gen9 E5-2603v3 Rack(1U)/Xeon6C 1.6GHz(15Mb)/1x8GbR1D_2133/H240ar(ZM/RAID 0/1/10/5)/noHDD(8)SFF/noDVD/iLOstd/4x1GbEth/EasyRK/1x500wFPlat(2up), analog 733732-421;0 *;0;;3700;;;3 года;HP;HP ProLiant DL360;01. Серверы -> 2-процессорные серверы;23.00;136,62
774436-425;Proliant DL360 Gen9 E5-2603v3 Rack(1U)/Xeon6C 1.6GHz(15Mb)/1x8GbR1D_2133/H240ar(ZM/RAID 0/1/10/5)/2x300_10K_6G(8)SFF/UMB&DVDRW/iLOstd/4x1GbEth/EasyRK&CMA/1x500wFPlat(2up);0;0;;2932;;;3 года;HP;HP ProLiant DL360;01. Серверы -> 2-процессорные серверы;20.50;133,86
Категория - 01. Серверы-> 2-процессорные серверы->HP ProLiant DL380;;;;;;;;;;;;;
752687-B21;Proliant DL380 Gen9 E5-2620v3Rack(2U)/Xeon6C 2.4GHz(15MB)/1x16GbR2D_2133/P440arFBWC(2Gb/RAID 0/1/10/5/50/6/60)/noHDD(8/16+2up)SFF/noDVD/iLOstd/4HPFans/4x1GbEth/EasyRK&CMA/1x500wPlat(2up);много;много;;4889;;;3 года;HP;HP ProLiant DL380;01. Серверы -> 2-процессорные серверы;22.00;147,42
766342-B21;Proliant DL380 Gen9 E5-2609v3 Rack(2U)/Xeon6C 1.9GHz(15Mb)/1x8GbR1D_2133/B140i(ZM/RAID 0/1/10/5)/noHDD(4)LFF/DVD(not avail.)/iLOstd/4HPFans/4x1GbEth/EasyRK/1x500wPlat(2up);0 *;0;;3249;;;3 года;HP;HP ProLiant DL380;01. Серверы -> 2-процессорные серверы;23.00;155,52
768347-425;Proliant DL380 Gen9 E5-2620v3 Rack(2U)/Xeon6C 2.4GHz(15MB)/2x8GbR1D_2133/P440arFBWC(2GB/RAID 0/1/10/5/50/6/60)/2x300_15K_6G(8/16+2up)SFF /UMB+DVDRW/iLOstd/4HPFans/4x1GbEth/EasyRK/1x500wPlat(2up);много;много;;3777;;;3 года;HP;HP ProLiant DL380;01. Серверы -> 2-процессорные серверы;15.00;140,94
803861-B21;Proliant DL380 HPM Gen9 E5-2690v3 Rack(2U)/2xXeon12C 2.6GHz(30Mb)/2x16GbR4D_2133/P440arFBWC(2GB/RAID 1/10/5/50/6/60)/noHDD(8/16+2up)SFF/UMB+DVDRW/OVAdv/6HPFans/4x1GbEth/2x10GbFlexibleLOM/EasyRK/2x800w;2;много;;14888;;;3-3-3 года;HP;HP ProLiant DL380;01. Серверы -> 2-процессорные серверы;26.50;145,80
662257-421;Proliant DL380p Gen8 E5-2690 HPM Rack(2U)/2xXeon8C 2.9GHz(20Mb)/4x8GbR1D/P420iFBWC(2Gb/RAID 0/1/1+0/5/5+0)/noHDD(8/16up)SFF/DVDRW/ICE/2x10Gb(530FLR-SFP+)/BBRK/2xRPS750Plat+;0 *;0;;8500;;;3 года;HP;HP ProLiant DL380;01. Серверы -> 2-процессорные серверы;29.00;141,96
752686-B21;Proliant DL380 Gen9 E5-2609v3 Rack(2U)/Xeon6C 1.9GHz(15Mb)/1x8GbR1D_2133/B140i(ZM/RAID 0/1/10/5)/noHDD(8/16+2up)SFF/noDVD/iLOstd/4HPFans/4x1GbEth/EasyRK/1x500wPlat(2up), analog 704560-421;много;много;;3700;;;3 года;HP;HP ProLiant DL380;01. Серверы -> 2-процессорные серверы;22.00;155,52
K8P42A;Proliant DL380 Gen9 E5-2620v3 Rack(2U)/Xeon6C 2.4GHz(15MB)/1x16GbR2D_2133/P440arFBWC(2GB/RAID 0/1/10/5/50/6/60)/3x300_10K_6G(8/16+2up)SFF /UMB+DVDRW/iLOstd/4HPFans/4x1GbEth/EasyRK/2x500wPlat(2up);0 *;2;;3721;;;3 года;HP;HP ProLiant DL380;01. Серверы -> 2-процессорные серверы;34.00;152,88
642120-421;Proliant DL380p Gen8 E5-2620 Rack(2U)/Xeon6C 2.0GHz(15Mb)/4x4GbR1D(LV)/P420iFBWC(1Gb/RAID 0/1/1+0/5/5+0)/noHDD(8/16up)SFF/noDVD/iLO4St/4x1GbFlexLOM/BBRK/1xRPS460Plat+(2up);1;1;;4530;;;3 года;HP;HP ProLiant DL380;01. Серверы -> 2-процессорные серверы;27.00;140,40
747770-421;Proliant DL380e Gen8 E5-2420v2 Rack(2U)/Xeon6C 2.2GHz(15Mb)/3x4GbR1D_12800(LV)/P420FBWC(2Gb/RAID1+0/1/0/5/50)/noHDD(25)SFF/noDVD avail./iLO4std/4x1GbEth/BBRK/1xRPS750HE(2up), an. 668668-421;3;3;;3850;;;3 года;HP;HP ProLiant DL380;01. Серверы -> 2-процессорные серверы;24.00;147,42
752689-B21;Proliant DL380 HPM Gen9 E5-2650v3R(2U)/2xXeon10C 2.3GHz(25MB)/2x16GbR2D_2133/P440arFBWC(2Gb/RAID 0/1/10/5/50/6/60)/noHDD(8/16+2)SFF/UMB+DVDRW/iLOadv/6HPFans/4x1GbEth&2x10Gb-T/EasyRK&CMA/2x800WFPlat(2u;0 *;0;;10035;;;3 года;HP;HP ProLiant DL380;01. Серверы -> 2-процессорные серверы;26.80;141,96
752688-B21;Proliant DL380 Gen9 E5-2620v3Rack(2U)/Xeon6C 2.4GHz(15MB)/1x16GbR2D_2133/P840(4Gb/RAID 0/1/10/5/50/6/60)/noHDD(12)LFF/DVD(not avail.)/iLOstd/6HPTFans/4x1GbEth/EasyRK&CMA/2x800wPlat(2up);много;много;;5771;;;3 года;HP;HP ProLiant DL380;01. Серверы -> 2-процессорные серверы;25.00;158,76
768346-425;Proliant DL380 Gen9 E5-2603v3 Rack(2U)/Xeon6C 1.6GHz(15Mb)/2x8GbR1D_2133/H240ar(ZM/RAID 0/1/10/5)/2x300_15K_6G(8/16+2up)SFF/UMB+DVDRW/iLOstd/4HPFans/4x1GbEth/EasyRK/1x500wPlat(2up);много;много;;3326;;;3 года;HP;HP ProLiant DL380;01. Серверы -> 2-процессорные серверы;24.50;158,76
K8P43A;Proliant DL380 Gen9 E5-2609v3 Rack(2U)/Xeon6C 1.9GHz(15Mb)/1x16GbR2D_2133/P440arFBWC(2Gb/RAID 0/1/10/5/50/6/60)/2x300_10K_6G(8/16+2up)SFF/UBM+DVDRW/iLOstd/4HPFans/4x1GbEth/EasyRK/1x500wPlat(2up);много;много;;3490;;;3 года;HP;HP ProLiant DL380;01. Серверы -> 2-процессорные серверы;24.95;153,72
803860-B21;Proliant DL380 HPM Gen9 E5-2690v3 Rack(2U)/2xXeon12C 2.6GHz(30Mb)/2x16GbR4D_2133/P440arFBWC(2GB/RAID 1/10/5/50/6/60)/noHDD(8/16+2up)SFF/UMB+DVDRW/iLOAdv/6HPFans/4x1GbEth/2x10GbFlexLOM/EasyRK/2x800wFPl;0;0;;14699;;;3-3-3 года;HP;HP ProLiant DL380;01. Серверы -> 2-процессорные серверы;0.00;0,00
Категория - 01. Серверы-> 2-процессорные серверы->HP ProLiant DL385;;;;;;;;;;;;;
D8A16A;Proliant DL385p Gen8 6344 Rack(2U)/Opt12C 2.6GHz(16MB)/4x8GbR2D(LV)/P420iFBWC(1Gb/RAID0/1/1+0/5/5+0)/3x300GB SAS6G10K (8/16up)SFF/DVDRW/iLO4 std/4xGigEth/BBRK/1xRPS750W(2up);0;0;;4813;;;3-3-3 года;HP;HP ProLiant DL385;01. Серверы -> 2-процессорные серверы;3.10;11,25
703931-421;Proliant DL385p Gen8 6344 Rack(2U)/2xOpt12C 2.6GHz(16MB)/4x8GbR2D(LV)/P420iFBWC(1Gb/RAID0/1/1+0/5/5+0)/noHDD(8/16up)SFF/noDVD/iLO4 std/4xGigEth/BBRK/2xRPS750Plat+;0;0;;5622;;;3 года;HP;HP ProLiant DL385;01. Серверы -> 2-процессорные серверы;29.60;144,96
703932-421;Proliant DL385p Gen8 6376 Rack(2U)/2xOpt16C 2.3GHz(16MB)/4x8GbR2D(LV)/P420iFBWC(2Gb/RAID0/1/1+0/5/5+0)/noHDD(25)SFF/iLO4 std/4xGigEth/BBRK/2xRPS750Plat+;0;0;;6765;;;3 года;HP;HP ProLiant DL385;01. Серверы -> 2-процессорные серверы;29.00;144,96
Категория - 01. Серверы-> 2-процессорные серверы->HP ProLiant ML350;;;;;;;;;;;;;
765821-421;ProLiant ML350 HPM Gen9 E5-2630v3 Rack(5U)/2xXeon8C 2.4GHz(20Mb)/2x16GbR2D_2133/P440arFBWC(2Gb/RAID 0/1/10/5/50/6/60)/noHDD(8/48up)SFF/noDVD/iLOstd/4HPFans/4x1GbEth/EasyRK/2x800wFPlat(2up);много;много;;6027;;;3 года;HP;HP ProLiant ML350;01. Серверы -> 2-процессорные серверы;30.00;282,24
765822-421;ProLiant ML350 HPM Gen9 E5-2650v3 Tower(5U)/2xXeon10C 2.3GHz(25MB)/2x16GbR2D_2133/P440arFBWC(2Gb/RAID 0/1/10/5/50/6/60)/noHDD(8/48up)SFF/noDVD/iLOstd/4HPFans/4x1GbEth/2x800wFPlat(2up);2;2;;7329;;;3 года;HP;HP ProLiant ML350;01. Серверы -> 2-процессорные серверы;39.00;258,30
K8J99A;ProLiant ML350 Gen9 E5-2620v3 Tower(5U)/Xeon6C 2.4GHz(15MB)/1x16GbR2D_2133/P440arFBWC(2GB/RAID 0/1/10/5/50/6/60)/2x300_10K_6G(8/48up)SFF/DVDRW/iLOstd/3HPFans/4x1GbEth/1x500wFFPlat(2up);0 *;2;;2932;;;3 года;HP;HP ProLiant ML350;01. Серверы -> 2-процессорные серверы;46.50;220,89
K8K00A;ProLiant ML350 Gen9 E5-2620v3 Tower(5U)/Xeon6C 2.4GHz(15MB)/2x8GbR1D_2133/P440arFBWC(2GB/RAID 0/1/10/5/50/6/60)/3x300_10K_6G(8/48up)SFF/DVDRW/iLOstd/3HPFans/4x1GbEth/2x500wFFPlat;много;много;;3946;;;3 года;HP;HP ProLiant ML350;01. Серверы -> 2-процессорные серверы;30.00;222,00
765819-421;ProLiant ML350 Gen9 E5-2609v3 Tower(5U)/Xeon6C 1.9GHz(15Mb)/1x8GbR1D_2133/B140i(ZM/RAID 0/1/10/5)/noHDD(8/24up)LFF/noDVD/iLOstd/3HPFans/4x1GbEth/1x500wFPlat(2up);много;много;;2434;;;3 года;HP;HP ProLiant ML350;01. Серверы -> 2-процессорные серверы;36.70;219,78
776975-425;ProLiant ML350 Gen9 E5-2609v3 Tower(5U)/Xeon6C 1.9GHz(15Mb)/1x16GbR2D_2133/P440arFBWC(2GB/RAID 0/1/10/5/50/6/60)/2x300_10K_6G(8/48up)SFF/DVD-RW/iLOstd/3HPFans/4x1GbEth/1x500wFPlat(2up);2;2;;3552;;;3 года;HP;HP ProLiant ML350;01. Серверы -> 2-процессорные серверы;36.80;228,00
L9R81A;ProLiant ML350 Gen9 E5-2620v3 Tower(5U)/Xeon6C 2.4GHz(15MB)/2x8GbR1D_2133/P440FBWC(4GB/RAID 0/1/10/5/50/6/60)/3x300_10K_6G(8/48up)SFF/DVDRW/iLOstd/3HPFans/4x1GbEth/1x500wFFPlat;0;0;;4059;;;3-3-3 года;HP;HP ProLiant ML350;01. Серверы -> 2-процессорные серверы;30.00;222,00
765820-421;ProLiant ML350 Gen9 E5-2620v3 Tower(5U)/Xeon6C 2.4GHz(15MB)/1x16GbR2D_2133/P440arFBWC(2Gb/RAID 0/1/10/5/50/6/60)/noHDD(8/48up)SFF/noDVD/iLOstd/3HPFans/4x1GbEth/1x500wFPlat(2up), analog 736958-421;1;много;;3342;;;3 года;HP;HP ProLiant ML350;01. Серверы -> 2-процессорные серверы;36.00;219,78
